file,major_emotion,transcription,whisper_text
Ses03F_script01_2_M002.wav,frustrated," What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do.","What do you mean? They live next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know any more than you do."
Ses03F_script01_2_M003.wav,neutral, How do you know he's even thinking about it?,How do you know he's even thinking about it?
Ses03F_script01_2_M004.wav,neutral," Well, so what?","Well, so what?"
Ses03F_script01_2_M005.wav,frustrated," Listen, kid-","Now listen, kid."
Ses03F_script01_2_M006.wav,neutral, You can't read her mind.,You can't read her mind.
Ses03F_script01_2_M007.wav,neutral, How do you know why she's waited?,How do you know why she's waited?
Ses03F_script01_2_M008.wav,neutral," Look, it's a nice day. What are we arguing for?","Look, it's a nice day. What are we arguing for?"
Ses03F_script01_2_M009.wav,neutral, Calm yourself.,He's not his brother. Calm yourself.
Ses03F_script01_2_M010.wav,frustrated, Calm yourself.,Calm yourself. Don't look at me.
Ses03F_script01_2_M011.wav,angry, All right. All right. Calm yourself.,"All right, all right, calm yourself."
Ses03F_script01_2_M012.wav,frustrated, Okay. Just calm yourself.,"Okay, just calm yourself."
Ses03F_script01_2_M013.wav,angry," Why me, above all?",Why me above all?
Ses03F_script01_2_M014.wav,angry, Huh?,Huh?
Ses03F_script01_2_M015.wav,angry, Why me above all?,Why me above all?
Ses03F_script01_2_M016.wav,angry," Look at you, you're shaking.","Look at you, you're shaking."
Ses03F_script01_2_M017.wav,angry, What have I got to hide?,What have I got to hide?
Ses03F_script01_2_M018.wav,angry," Huh? What the hell's the matter with you, Kate?","Huh? What the hell's the matter with you, Kate?"
Ses03F_script01_3_F000.wav,happy, You're the only one I know that still loves his parents.,You're the only one I know that still loves his parents.
Ses03F_script01_3_F001.wav,happy," No, it's all right. There's nothing wrong in that, you know.","No, it's all right. There's nothing wrong in that, you know."
Ses03F_script01_3_F002.wav,happy, It's really lovely here. The air is sweet.,It's really lovely here. The air is sweet.
Ses03F_script01_3_F003.wav,sad, No. I'm not sorry. It's-,"No, I'm not sorry."
Ses03F_script01_3_F004.wav,frustrated, I can't stay.,I can't stay.
Ses03F_script01_3_F005.wav,frustrated," Well, for one thing, your mother so much has told me to go. [LAUGHTER].","Well, for one thing, your mother so much has told me to go."
Ses03F_script01_3_F006.wav,frustrated," Look,",Look.
Ses03F_script01_3_F007.wav,sad," you've been acting kind of, well, you know.","You can act in kind of, well, you know,"
Ses03F_script01_3_F008.wav,sad," Well, you've been embarrassed ever since I came.","Well, you've been embarrassed ever since I came."
Ses03F_script01_3_F009.wav,sad, Yeah.,Yeah.
Ses03F_script01_3_F010.wav,sad," Yeah, they would. Especially your mom.","Yeah, they would. Especially your mom."
Ses03F_script01_3_F011.wav,happy," Well, I mean,","Well, I mean."
Ses03F_script01_3_F012.wav,happy," from her opinion, why else would I come here?","From her opinion, why else would I come here?"
Ses03F_script01_3_F013.wav,happy," Well, I guess that's why I came.",Well I guess that's why I came.
Ses03F_script01_3_F014.wav,happy," I've been ready for a long, long time.","Look, I've been ready for a long, long time."
Ses03F_script01_3_F015.wav,frustrated, Look,That's good.
Ses03F_script01_3_F016.wav,frustrated, I was almost married two years ago.,I was almost married two years ago.
Ses03F_script01_3_F017.wav,frustrated, 'Cause you started to write me.,as he started to write me.
Ses03F_script01_3_F018.wav,happy, Every day since.,Every day since.
Ses03F_script01_3_F019.wav,frustrated," Well, I don't know, you didn't write until then and then when you did, what'd you say?","Well, I don't know. You didn't write until then, and then when you did, what'd you say?"
Ses03F_script01_3_F020.wav,frustrated, You always can be so ambiguous.,These can be so ambiguous.
Ses03F_script01_3_F021.wav,happy, I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,I don't know if I ever can forgive you for that. Why did you wait so long? I sat in my room wondering if I was crazy for thinking about you.
Ses03F_script01_3_F022.wav,excited," Not like that, you're not.",Not like that you're not.
Ses03F_script01_3_F023.wav,happy," Like Larry's brother. Do it like you, Chris.","Like Larry's brother. Do it like you, Chris."
Ses03F_script01_3_F024.wav,excited, What is it?,What is it?
Ses03F_script01_3_F025.wav,sad, No. What is it? Is it your mother?,No. What is it? It's your mother.
Ses03F_script01_3_F026.wav,sad," Well then tell me what's wrong. I mean, even in your letters there's something ashamed.","Well, then tell me what's wrong. I mean, even in your letters, is there something ashamed?"
Ses03F_script01_3_F027.wav,sad, You should tell me.,You should tell me.
Ses03F_script01_3_F028.wav,sad," But, Chris, it wouldn't work like this.","But Chris, it wouldn't work like this."
Ses03F_script01_3_F029.wav,sad," Yeah, sure.","Yeah, sure."
Ses03F_script01_3_F030.wav,sad, How many?,How many?
Ses03F_script01_3_F031.wav,sad, Geez.,Jeez.
Ses03F_script01_3_F032.wav,sad, And you still feel that way?,And you still feel that way.
Ses03F_script01_3_F033.wav,sad," Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.","Because you can't feel that way never again, Chris. You hear me? Never. I mean, the money and me too."
Ses03F_script01_3_F034.wav,excited," I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.","I mean, there's nothing wrong in that money. And your father put good planes up in the air, and you should be proud of that. A man should be paid for that."
Ses03F_script01_3_F035.wav,happy, What am I going to do with a fortune?,What am I gonna do with a fortune?
Ses03F_script01_3_M000.wav,happy," Yeah. I know. It went out of style, didn't it?","Yeah, I know. It went out of style, didn't it?"
Ses03F_script01_3_M001.wav,neutral, You're not sorry you came?,You're not sorry you came?
Ses03F_script01_3_M002.wav,neutral, Why not?,Why not?
Ses03F_script01_3_M003.wav,neutral, Well-,Well...
Ses03F_script01_3_M004.wav,neutral, What?,What?
Ses03F_script01_3_M005.wav,frustrated," Yes, I guess I have been. But it's going from me now.","Yes, I guess I have been. But it's going for me now."
Ses03F_script01_3_M006.wav,happy," Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.","Oh, look. Well, the thing is, I was planning on sort of sneaking up on you over a week or so, and they take it for granted. We're all set."
Ses03F_script01_3_M007.wav,frustrated, How did you know?,How did you know?
Ses03F_script01_3_M008.wav,frustrated," Well, uh- would you want to?",Would you want to?
Ses03F_script01_3_M009.wav,happy," I, I guess that's why I asked you to come.",I guess that's why I asked you to come.
Ses03F_script01_3_M010.wav,happy," Oh, Annie.","Oh, Annie."
Ses03F_script01_3_M011.wav,happy," Annie, I love you.","Annie, I love you."
Ses03F_script01_3_M012.wav,happy, I love you a great deal.,I love you a great deal.
Ses03F_script01_3_M013.wav,happy, I-I love you. I have no imagination. That's all I know how to tell it.,I love you. I have no imagination. That's all I know how to tell it.
Ses03F_script01_3_M014.wav,happy," I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.","I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere where we'd be brand new to each other. You feel it's wrong here, don't you? This yard, this chair."
Ses03F_script01_3_M015.wav,happy, I don't want to win you from anybody. I want you to be ready for me.,I don't want to win you from anybody. I want you to be ready for me.
Ses03F_script01_3_M016.wav,excited, Then he's gone forever. You're sure?,Then he's gone. Forever. You sure?
Ses03F_script01_3_M017.wav,surprise, Why didn't you?,Why didn't you?
Ses03F_script01_3_M018.wav,happy, You felt something that far back?,You felt something that far back?
Ses03F_script01_3_M019.wav,happy, Why didn't you let me know?,Why didn't you let me know?
Ses03F_script01_3_M020.wav,happy," Give me a kiss, Annie.","Give me a kiss, Anne."
Ses03F_script01_3_M021.wav,happy, Give me-,Give me...
Ses03F_script01_3_M022.wav,excited," [LAUGHTER]. God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you.","God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you."
Ses03F_script01_3_M023.wav,happy, We're going to live now. I'm going to make you so happy.,We're going to live now. I'm going to make you so happy.
Ses03F_script01_3_M024.wav,happy, I kissed you.,I kissed you.
Ses03F_script01_3_M025.wav,sad, Let's drive somewhere. I want to be alone with you.,Let's drive somewhere. I want to be alone with you.
Ses03F_script01_3_M026.wav,neutral," No, no, no, no. Nothing like that.","No, no, no, nothing like that."
Ses03F_script01_3_M027.wav,sad," Yeah. I guess there is. I guess I was, but uh- it's going from me now.","Yeah, I guess I was, but it's going for me now."
Ses03F_script01_3_M028.wav,sad, I don't know where to start.,I don't know where to start
Ses03F_script01_3_M029.wav,sad, You know when I went overseas. I said I was in command of a company.,"You know when I went overseas, I said I was in command of a company."
Ses03F_script01_3_M030.wav,sad," Well, I lost them.","Well, I lost them."
Ses03F_script01_3_M031.wav,sad, Just about all.,Just about all.
Ses03F_script01_3_M032.wav,sad, It takes a little while to toss that off. Because they weren't just men.,Takes a little while to toss that off. Because they weren't just men.
Ses03F_script01_3_M033.wav,sad," For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.","For instance, one time, it had been raining several days, and this one kid, he came up to me, and he gave me his last pair of dry socks, put them in my pocket."
Ses03F_script01_3_M034.wav,sad," I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.","I mean, that's only a little thing, but that's the kind of guys I had. They didn't just die, they killed themselves for each other, and I mean that exactly. A little more selfish than they'd still be here today."
Ses03F_script01_3_M035.wav,sad," And I, and I thought something watching them go down.",And I... And I thought something watching them go down.
Ses03F_script01_3_M036.wav,sad," Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",everything was being destroyed see but there was one new thing that was being created a kind of responsibility man for man you understand me
Ses03F_script01_3_M037.wav,sad, And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,"And to show that, to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him."
Ses03F_script01_3_M038.wav,sad, And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.
Ses03F_script01_3_M039.wav,sad, And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,And I went to work with dad and that rat race again. And I felt what you said. A shame somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.
Ses03F_script01_3_M040.wav,sad," And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.","And I felt wrong to be alive, to drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of a war. But you gotta know that when you drive that car, that it came out of the love a man can have for another man. And you gotta be a little bit better because of that."
Ses03F_script01_3_M041.wav,sad," Otherwise, what you have here is loot; and there's blood on it.",Otherwise what you have here is loot and there's blood on it.
Ses03F_script01_3_M042.wav,sad, And I didn't want to take any of it.,And I didn't want to take any of it.
Ses03F_script01_3_M043.wav,sad, And I guess that included you.,And I guess that included you.
Ses03F_script01_3_M044.wav,excited," I want you now, Annie.","I want you now, Annie."
Ses03F_script01_3_M045.wav,happy," Annie,",Annie.
Ses03F_script01_3_M046.wav,happy," Annie, I'm going to make a fortune for you.","Andy, I'm gonna make a fortune for you."
Ses03F_script02_1_F000.wav,sad, Fine.,Fine.
Ses03F_script02_1_F001.wav,frustrated, What flashlight?,Which flashlight?
Ses03F_script02_1_F002.wav,frustrated, That's not your flashlight; it's ours. It's mine too.,That's not your flashlight. It's ours. It's mine too.
Ses03F_script02_1_F003.wav,angry," I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?","I don't understand why you're always saying, oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel? No."
Ses03F_script02_1_F004.wav,frustrated, Yes.,Yes.
Ses03F_script02_1_F005.wav,frustrated, I'm cold.,I'm cold.
Ses03F_script02_1_F006.wav,frustrated," It's past eleven, let's go home.","It's past 11, let's go home."
Ses03F_script02_1_F007.wav,frustrated, There is no point in coming down here.,There is no point in coming down here.
Ses03F_script02_1_F008.wav,frustrated, That's my point.,That's my point.
Ses03F_script02_1_F009.wav,frustrated," Well, so let's go.","Well, so let's go."
Ses03F_script02_1_F010.wav,sad, Not particularly.,Not particularly.
Ses03F_script02_1_F011.wav,sad, I don't know. I just don't.,"I don't know, I just don't."
Ses03F_script02_1_F012.wav,angry, Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.
Ses03F_script02_1_F013.wav,frustrated," I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.","I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats."
Ses03F_script02_1_F014.wav,frustrated," Oh, God, Augie.","Oh, God, Augie."
Ses03F_script02_1_F015.wav,sad," I'm just not. I mean, I'm sorry, it just-they're still fish to me.","I'm just not. I mean, I'm sorry. It's just, there's still fish to me."
Ses03F_script02_1_F016.wav,frustrated, Yes.,Yes.
Ses03F_script02_1_F017.wav,frustrated," Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.","Yes, in a few. Also remember, I got sand in my panties. We got in an argument about nothing. You got a sore throat. And we never saw the Brennions."
Ses03F_script02_1_F018.wav,frustrated," No, for God's sakes, we've never seen the grunions. We're not going to see them.","For God's sakes, we've never seen the Grenions. We're not going to see them."
Ses03F_script02_1_F019.wav,frustrated," Yeah, that's the wind.","Yeah, that's the wind."
Ses03F_script02_1_F020.wav,frustrated, About what?,About what?
Ses03F_script02_1_F021.wav,frustrated, It's ridiculous.,It's ridiculous.
Ses03F_script02_1_M000.wav,excited," Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?","Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?"
Ses03F_script02_1_M001.wav,excited, Look at the night we got; couldn't be better.,"Man, look at the night we got. Couldn't be better."
Ses03F_script02_1_M002.wav,excited," You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?","You know, actually, I wanted to go a little further up the coast to get away from all the people and the lights. But I thought we'd miss it. Hey, how you doing?"
Ses03F_script02_1_M003.wav,excited," Oh, is that-is that-now, is that just foam, uhh, I can't even tell.","Oh, is that? Is that? No, is that just? Foam! Oh! I can't even tell!"
Ses03F_script02_1_M004.wav,excited," Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?","Oh, I thought if I can't tell it probably isn't them, right? It'd probably be unmistakable wouldn't you think? Hey, how you doing?"
Ses03F_script02_1_M005.wav,excited," Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.","Oh, you know what I forgot? I forgot my flashlight. How could I be so stupid? I forgot. I should have brought my flashlight. What flashlight?"
Ses03F_script02_1_M006.wav,excited," Uh- you know, the flashlight. The silver one. There's only one, isn't there?","You know, the flashlight, the silver one. There's only one, isn't there?"
Ses03F_script02_1_M007.wav,frustrated," Oh, well, sure.","Oh, well, sure."
Ses03F_script02_1_M008.wav,frustrated," No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.","No, of course. Yours and mine are flashlight. Yours and mine. Me flashlight is Sue flashlight. Naturally."
Ses03F_script02_1_M009.wav,excited, We should have brought our flashlight. I can't believe we forgot to bring it.,We should have brought our flashlight. I can't believe we forgot to bring it.
Ses03F_script02_1_M010.wav,excited, I hope the moon stays out.,I hope the moon stays out.
Ses03F_script02_1_M011.wav,excited," Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?","Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?"
Ses03F_script02_1_M012.wav,excited, Are you cold? Do you want my jacket?,Are you cold? Do you want my jacket?
Ses03F_script02_1_M013.wav,excited," We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.","We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket."
Ses03F_script02_1_M014.wav,excited," You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",You know what would be good right now? A six pack. I can't believe I forgot a six pack. A six pack would be just the ticket right about now.
Ses03F_script02_1_M015.wav,excited, I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,I'm so stupid. I'm like a little kid. It's amazing I get out of the house with my fly zipped.
Ses03F_script02_1_M016.wav,excited, I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,"I wonder if they can hear us talk, or hear the vibrations in the sand when we move."
Ses03F_script02_1_M017.wav,neutral, Do you want my jacket?,You want my jacket?
Ses03F_script02_1_M018.wav,surprise, What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,What? Are you kidding me? We just got here. We missed it. What's the point of coming down here if we just turn around and go home?
Ses03F_script02_1_M019.wav,neutral, Right.,Right.
Ses03F_script02_1_M020.wav,neutral," Yeah, that's my point too.","Yeah, that's my point too."
Ses03F_script02_1_M021.wav,excited," No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.","No, no, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave."
Ses03F_script02_1_M022.wav,neutral," I mean, don't you want to see it?","I mean, don't you want to see it?"
Ses03F_script02_1_M023.wav,neutral, Why not?,Why not?
Ses03F_script02_1_M024.wav,frustrated," Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.","Honey, this is a natural phenomenon. I mean, it only happens once a year. This is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only 40 minutes away. This is too good to pass up."
Ses03F_script02_1_M025.wav,frustrated, Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,"Yeah, but that moment on the beach is the highlight of their little lives and all that flopping around is laying eggs or what you spawning or mating is something like that."
Ses03F_script02_1_M026.wav,frustrated," I mean, this is the big night for these guys. Life's last orgy.","I mean, this is the big night for these guys. Life's last orgy."
Ses03F_script02_1_M027.wav,frustrated," Yeah, they do.","Yeah, they do."
Ses03F_script02_1_M028.wav,frustrated," What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.","Well, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs."
Ses03F_script02_1_M029.wav,frustrated," There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.","There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you can not be interested..."
Ses03F_script02_1_M030.wav,surprise, For real?,For real?
Ses03F_script02_1_M031.wav,frustrated, I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,"I don't get it. The last time, the first time that we came to see it, you said it was the best night of your life."
Ses03F_script02_1_M032.wav,frustrated, And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,"And then last year when we came to see it, you ran into the house so fast that you stubbed your toe and you didn't even notice until you got in the car."
Ses03F_script02_1_M033.wav,frustrated, We weren't in a good spot.,We weren't in a good spot.
Ses03F_script02_1_M034.wav,frustrated," We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-","We just weren't in a good spot, alright? This is a much better spot. I have a good instinct for these things. Look, is that..."
Ses03F_script02_1_M035.wav,angry," no, that's just seaweed, isn't it? This is great, isn't it?","No, that's just seaweed in it, isn't it? This is great, isn't it?"
Ses03F_script02_1_M036.wav,excited," I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.","I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute."
Ses03F_script02_1_M037.wav,frustrated, Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,"Somewhere out there, there's this huge silver mass of fish heading this way. They don't know why, and we don't know why, just some little instinctual time-release firecracker went off in their bodies."
Ses03F_script02_1_M038.wav,excited," And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.","And they all, all as one, turned as one, and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters."
Ses03F_script02_1_M039.wav,excited," You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",you know they didn't ask it a question they didn't uh they didn't take a vote they didn't have an invitation or a map they just started swimming as one
Ses03F_script02_1_M040.wav,excited," its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.","And it's single-mindedness with one mind. Urgency that's pure urge, you know, they don't give it a name."
Ses03F_script02_1_M041.wav,excited," They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",They don't ask it a question. They just don't know what drives them. They just turn as one and start the swim that brings them to here.
Ses03F_script02_1_M042.wav,excited," where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.","where we stand for a massive celebration of sex and death. Ah, god, I'm giving myself goosebumps. Look, all my hairs on my arms are sticking up."
Ses03F_script02_1_M043.wav,excited, So what do you think?,So what do you think?
Ses03F_script02_1_M044.wav,neutral, About what I just said.,about what I just said.
Ses03F_script02_2_F000.wav,neutral, About what?,About what?
Ses03F_script02_2_F001.wav,frustrated, It's ridiculous.,It's ridiculous.
Ses03F_script02_2_F002.wav,frustrated," It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.","It's so PR. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach. What?"
Ses03F_script02_2_F003.wav,frustrated, Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,Exactly. Everyone else is told the same thing. It keeps them feeling excited. It keeps them coming back. It keeps them thinking life is going to start at any minute now.
Ses03F_script02_2_F004.wav,frustrated, I don't care. It's still fish to me.,I don't care. It's still fish to me.
Ses03F_script02_2_F005.wav,angry," Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.","Augie, goddammit, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting."
Ses03F_script02_2_F006.wav,frustrated," Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.","Look, we're looking at this evening in a different way, both of us. We both have different ideas of it."
Ses03F_script02_2_F007.wav,sad, It's not like that.,It's not like that.
Ses03F_script02_2_F008.wav,frustrated," Look, Augie, we've never seen them. They're never going to come.","Look, Auggie, we've never seen them. They're never gonna come."
Ses03F_script02_2_F009.wav,frustrated, Twice is as many times as we've tried. That's ever.,Twice as many times as we've tried. That's ever.
Ses03F_script02_2_F010.wav,frustrated," No, we won't.","No, we won't."
Ses03F_script02_2_F011.wav,sad," It's impossible. It's like waiting around. Waiting to see Santa Claus, you know?","It's impossible. It's like waiting around, waiting to see Santa Claus, you know?"
Ses03F_script02_2_F012.wav,angry, Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,"I feel like my whole life I've been just standing on this beach with my hands clasped, waiting for these fish to show up, and these fish never show up."
Ses03F_script02_2_F013.wav,frustrated, I do.,I do.
Ses03F_script02_2_F014.wav,frustrated," Look, I did. I always do. But it's like every time I try nothing ever happens.","Look, I did. I always do, but it's like every time I try, nothing ever happens."
Ses03F_script02_2_F015.wav,frustrated," For God's sake, Augie, this is not about fish.","For God's sake, Augie, this is not about fish!"
Ses03F_script02_2_F016.wav,sad, Do you remember the last time we came here?,Do you remember the last time we came here?
Ses03F_script02_2_F017.wav,sad, We thought I was pregnant.,We thought I was pregnant.
Ses03F_script02_2_F018.wav,sad, You brought a bottle of champagne.,He brought a bottle of champagne.
Ses03F_script02_2_F019.wav,happy, We took off our shoes and we danced barefoot in the sand. Under the moon.,We took off our shoes and we danced barefoot in the sand. Under the moon.
Ses03F_script02_2_F020.wav,happy, And you whispered so intimately in my ear so I could feel your words.,And you whispered so intimately in my ear so I could feel your words.
Ses03F_script02_2_F021.wav,happy," Oh, that moment-that was it.",I was at that moment. That was it.
Ses03F_script02_2_F022.wav,sad," I told myself finally, this is how happy I'm supposed to be.","I told myself, finally this is how happy I'm supposed to be."
Ses03F_script02_2_F023.wav,happy, Dancing barefoot in the sand. Drinking out of a bottle of champagne.,"dancing barefoot in the sand, drinking out of a bottle of champagne."
Ses03F_script02_2_F024.wav,sad, I don't want to remember something.,I don't want to remember something.
Ses03F_script02_2_F025.wav,sad, Hope for some things.,hope for some things.
Ses03F_script02_2_F026.wav,sad, No.,No.
Ses03F_script02_2_F027.wav,sad, No.,No.
Ses03F_script02_2_F028.wav,sad," No, no.","No, no. What? What?"
Ses03F_script02_2_F029.wav,frustrated, No.,in your ear? No.
Ses03F_script02_2_F030.wav,frustrated, No.,No. What?
Ses03F_script02_2_F031.wav,angry, No.,Do you want to get a divorce? No!
Ses03F_script02_2_F032.wav,frustrated, No.,No.
Ses03F_script02_2_F033.wav,frustrated, I want things to turn out the way that they're supposed to be.,I want things to turn out the way that they're supposed to be.
Ses03F_script02_2_F034.wav,frustrated, This what? What is this? This is nothing.,This what? What is this? This is nothing.
Ses03F_script02_2_F035.wav,angry," No, it's not. It's standing on the beach waiting and fighting.","No, it's not. It's standing on the beach, waiting and fighting. Right."
Ses03F_script02_2_F036.wav,sad, Things have never turned out anything the way that I thought they would be.,Things never turned out anything the way that I thought they would be.
Ses03F_script02_2_F037.wav,sad," I mean, this is, this is everything, and it's a lot, but","I mean, this is everything, and it's a lot, but..."
Ses03F_script02_2_F038.wav,sad, it's not something else. Do you know what I'm trying to say?,It's not something else. Do you know what I'm trying to say?
Ses03F_script02_2_F039.wav,sad," I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.","I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else."
Ses03F_script02_2_F040.wav,sad, I didn't say that.,I didn't say that.
Ses03F_script02_2_F041.wav,frustrated," Augie, anything I do I'd rather be doing with you.","Okay, anything I do, I'd rather be doing with you."
Ses03F_script02_2_F042.wav,frustrated," God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.","God, don't you know that? I mean, you're the one that probably wants to be with somebody else, somebody that didn't take herself so seriously, could enjoy herself more."
Ses03F_script02_2_F043.wav,happy," Well, I guess we're just in the wrong spart-spot with the right person.","Well, I guess we're just in the wrong spot with the right person."
Ses03F_script02_2_F044.wav,happy, I noticed that. It's beautiful.,I notice that it's beautiful.
Ses03F_script02_2_F045.wav,happy, You can see right over the water.,Sit right over the water.
Ses03F_script02_2_F046.wav,excited," God, big old white moon.","God, the big old white moon."
Ses03F_script02_2_F047.wav,excited, You brought refreshments?,You brought refreshments?
Ses03F_script02_2_F048.wav,happy, At least we won't need glasses.,At least we won't have any glasses.
Ses03F_script02_2_F049.wav,happy, So I was thinking you might be right.,So I was thinking you might be right.
Ses03F_script02_2_F050.wav,happy, Maybe this is the right place after all.,Maybe this is the right place after all.
Ses03F_script02_2_F051.wav,sad," I'm sorry, Augie.","I'm sorry, Auggie."
Ses03F_script02_2_F052.wav,excited, Or not.,Or not.
Ses03F_script02_2_M000.wav,frustrated, So what do you think?,So what do you think?
Ses03F_script02_2_M001.wav,neutral, About what I was just saying.,about what I was just saying.
Ses03F_script02_2_M002.wav,frustrated, It certainly is not. It is slightly exaggerated scientific fact.,It certainly is not. It is slightly exaggerated scientific fact.
